IDNR,LOSS,GENDER,AGE,EXPER,MARSTAT,PRESID,TOWORK,MILES,CLAIMS,CITATS,SIZE,COMPA,COMPB,COMPC
1728,0.297,0,63,45,3,1,0,2,1,0,5,1000,350,150
1729,1.349,0,29,13,1,1,34,3,0,0,1,1000,1310,1110
1730,1.229,1,28,4,1,1,5,20,0,3,1,1000,1580,1780
1731,1.496,1,22,3,1,1,5,4,0,0,1,1000,1610,1810
1732,0.731,0,57,34,1,1,27,5,0,1,1,1000,680,480
1733,0.547,0,48,29,3,1,0,9,0,1,1,1000,830,630
1734,0.625,0,43,16,2,1,6,24,1,4,5,1000,1220,1020
1735,1.078,1,41,6,2,1,24,4,0,1,1,1000,1520,1720
1736,0.874,0,32,15,1,1,5,7,1,1,2,1000,1250,1050
1737,1.376,1,28,8,1,1,6,3,1,0,1,1000,1460,1660
1738,0.069,1,85,65,2,0,5,2,0,0,1,1000,-250,-50
1739,0.902,1,47,21,2,1,5,21,0,3,2,1000,1070,1270
1740,1,1,31,12,2,1,2,7,0,1,2,1000,1340,1540
1741,0.726,0,46,16,2,0,6,5,1,1,1,1000,1220,1020
1742,1.639,0,16,0,1,1,1,4,0,0,2,1000,1700,1500
1743,0.126,0,72,34,3,1,5,16,1,3,4,1000,680,480
1744,1.226,0,28,1,2,0,25,2,0,0,4,1000,1670,1470
1745,1.525,1,23,2,1,1,5,5,0,0,1,1000,1640,1840
1746,0.453,1,57,31,2,0,4,6,0,1,1,1000,770,970
1747,1.34,1,23,5,1,1,5,11,1,2,1,1000,1550,1750
1748,0.457,1,55,28,2,1,6,6,0,1,2,1000,860,1060
1749,0.318,0,69,36,2,0,9,5,0,1,1,1000,620,420
1750,0.677,1,47,7,2,0,0,16,0,3,1,1000,1490,1690
1751,1.375,0,19,1,1,0,15,7,0,0,1,1000,1670,1470
1752,1.039,0,47,16,2,1,34,23,1,4,1,1000,1220,1020
1753,1.195,1,29,8,2,1,1,3,0,0,2,1000,1460,1660
1754,0.963,0,38,17,1,1,4,14,0,2,3,1000,1190,990
1755,1.475,0,19,2,1,1,5,6,1,0,1,1000,1640,1440
1756,1.853,1,22,3,2,1,32,8,0,1,2,1000,1610,1810
1757,0.331,1,80,55,2,1,3,7,0,1,3,1000,50,250
1758,0.405,0,62,43,2,1,5,4,1,1,2,1000,410,210
1759,0.755,1,46,17,2,1,0,18,1,3,1,1000,1190,1390
1760,0.473,0,64,17,2,1,11,12,0,2,1,1000,1190,990
1761,0.76,0,43,10,2,1,5,2,2,0,4,1000,1400,1200
1762,0.877,0,36,18,1,1,5,12,1,2,5,1000,1160,960
1763,1.337,1,34,8,1,1,16,12,0,2,4,1000,1460,1660
1764,1.438,0,27,6,1,0,24,4,1,1,1,1000,1520,1320
1765,1.166,0,31,5,2,1,2,8,1,1,1,1000,1550,1350
1766,1.088,0,31,14,1,1,5,6,0,1,4,1000,1280,1080
1767,0.683,1,61,32,2,1,18,5,0,1,5,1000,740,940
1768,1.403,1,23,4,2,1,0,7,1,1,1,1000,1580,1780
1769,0.515,1,73,52,3,1,29,11,1,2,2,1000,140,340
1770,0.702,1,70,51,2,1,27,6,1,1,3,1000,170,370
1771,0.758,0,43,26,2,0,19,3,3,0,3,1000,920,720
1772,0.269,0,73,41,3,1,4,5,1,1,1,1000,470,270
1773,1.22,1,34,12,2,1,11,8,0,1,2,1000,1340,1540
1774,0.967,0,27,8,1,0,3,20,1,3,4,1000,1460,1260
1775,0.888,1,47,20,2,1,6,3,1,0,2,1000,1100,1300
1776,0.445,1,73,41,2,1,5,4,0,1,3,1000,470,670
1777,0.725,1,59,10,2,1,18,7,0,1,1,1000,1400,1600
1778,0.265,0,63,39,2,1,8,4,1,1,3,1000,530,330
1779,1.495,0,21,5,1,1,5,18,0,3,1,1000,1550,1350
1780,0.919,1,40,12,2,1,9,15,0,2,2,1000,1340,1540
1781,1.326,0,18,1,1,0,8,5,0,0,2,1000,1670,1470
1782,1.115,1,45,21,2,1,34,7,0,1,3,1000,1070,1270
1783,0.817,0,38,15,1,0,13,5,2,1,3,1000,1250,1050
1784,0.685,1,50,22,2,1,8,6,0,1,3,1000,1040,1240
1785,1.763,0,22,1,1,1,35,3,0,0,5,1000,1670,1470
1786,0.986,0,29,2,1,0,5,3,0,0,1,1000,1640,1440
1787,1.198,1,31,13,2,0,6,19,2,3,3,1000,1310,1510
1788,1.115,1,32,14,2,1,3,16,1,3,3,1000,1280,1480
1789,1.03,1,41,9,3,1,16,1,1,0,1,1000,1430,1630
1790,0.711,1,53,35,2,1,5,3,0,0,1,1000,650,850
1791,0.41,0,75,42,3,1,13,8,0,1,2,1000,440,240
1792,0.26,1,70,41,2,0,4,19,1,3,2,1000,470,670
1793,1.003,0,40,15,2,1,14,12,0,2,1,1000,1250,1050
1794,0.749,1,52,26,2,1,1,9,1,1,3,1000,920,1120
1795,1.71,0,19,3,1,1,23,6,0,1,1,1000,1610,1410
1796,1.247,0,29,13,1,1,7,5,2,1,3,1000,1310,1110
1797,1.32,1,29,12,2,1,2,8,2,1,1,1000,1340,1540
1798,0.543,1,66,31,3,0,11,12,1,2,1,1000,770,970
1799,1.064,1,41,21,3,1,10,6,1,1,3,1000,1070,1270
1800,0.467,1,59,41,2,1,5,2,1,0,4,1000,470,670
1801,0.614,0,45,19,2,1,10,6,0,1,1,1000,1130,930
1802,0.611,1,53,32,2,0,3,3,0,0,1,1000,740,940
1803,1.037,1,38,0,2,0,5,14,0,0,5,1000,1700,1900
1804,1.132,0,28,9,1,0,9,4,3,1,2,1000,1430,1230
1805,0.664,1,55,31,2,1,12,1,1,0,1,1000,770,970
1806,0.972,0,48,28,2,1,27,22,1,4,3,1000,860,660
1807,0.928,1,40,15,2,1,2,5,0,1,1,1000,1250,1450
1808,0.799,1,39,15,2,0,1,25,0,4,4,1000,1250,1450
1809,0.789,0,37,6,2,1,5,5,1,1,3,1000,1520,1320
1810,1.181,0,29,4,2,1,5,3,0,0,2,1000,1580,1380
1811,1.262,0,24,1,1,1,8,6,0,0,1,1000,1670,1470
1812,1.492,1,27,4,1,1,35,13,1,2,4,1000,1580,1780
1813,0.754,0,46,23,2,0,7,5,2,1,2,1000,1010,810
1814,0.412,1,66,47,2,0,7,7,0,1,1,1000,290,490
1815,1.285,1,30,11,2,1,6,9,2,1,1,1000,1370,1570
1816,1.276,0,19,1,1,1,0,4,1,0,1,1000,1670,1470
1817,0.641,0,44,20,2,1,0,17,1,3,3,1000,1100,900
1818,1.783,1,23,6,1,1,33,5,1,1,2,1000,1520,1720
1819,0.804,1,48,8,2,1,6,15,1,2,3,1000,1460,1660
1820,1.543,1,23,7,1,1,4,14,2,2,2,1000,1490,1690
1821,0.585,1,52,19,2,1,0,11,2,2,3,1000,1130,1330
1822,0.068,0,75,27,3,1,5,19,0,3,1,1000,890,690
1823,0.742,0,44,25,1,0,2,8,1,1,1,1000,950,750
1824,1.162,1,31,13,3,1,7,4,1,1,1,1000,1310,1510
1825,1.232,0,28,4,2,0,21,26,1,3,1,1000,1580,1380
1826,0.715,0,41,15,2,1,5,16,0,3,2,1000,1250,1050
1827,1.415,1,26,5,2,0,19,5,2,1,1,1000,1550,1750
1828,1.805,0,16,0,1,1,23,2,0,0,2,1000,1700,1500
1829,0.907,1,38,9,1,1,5,10,1,2,1,1000,1430,1630
1830,1.377,1,25,3,1,1,5,2,0,0,1,1000,1610,1810
1831,1.518,1,22,6,2,1,5,4,1,1,1,1000,1520,1720
1832,1.239,0,27,0,1,0,2,2,0,0,1,1000,1700,1500
1833,0.746,1,45,15,1,0,7,8,0,1,1,1000,1250,1450
1834,1.398,1,36,14,2,1,27,3,2,0,1,1000,1280,1480
1835,0.763,0,41,15,1,1,5,8,1,1,1,1000,1250,1050
1836,0.609,1,60,41,2,1,11,6,0,1,1,1000,470,670
1837,0.87,1,45,20,2,0,5,22,2,4,1,1000,1100,1300
1838,0.319,0,69,48,2,1,27,2,0,0,2,1000,260,60
1839,1.441,1,18,2,1,0,5,6,0,0,2,1000,1640,1840
1840,1.012,0,43,23,1,1,19,2,0,0,3,1000,1010,810
1841,1.582,0,22,5,1,1,15,11,1,2,2,1000,1550,1350
1842,1.234,0,24,5,2,0,6,9,0,1,4,1000,1550,1350
1843,1.039,1,38,17,1,0,5,4,1,1,1,1000,1190,1390
1844,1.275,0,26,9,1,1,6,2,3,0,1,1000,1430,1230
1845,0.68,1,58,29,2,1,9,6,1,1,1,1000,830,1030
1846,0.714,0,54,16,2,1,14,2,0,0,3,1000,1220,1020
1847,0.472,1,56,33,2,0,5,17,1,3,3,1000,710,910
1848,0.693,1,49,16,2,1,2,4,0,1,3,1000,1220,1420
1849,1.393,1,25,7,1,0,19,12,0,2,3,1000,1490,1690
1850,1.169,1,34,12,1,0,12,1,0,0,2,1000,1340,1540
1851,0.889,0,43,26,1,1,7,1,1,0,1,1000,920,720
1852,1.154,1,35,11,1,1,5,2,0,0,1,1000,1370,1570
1853,1.581,0,20,1,1,1,16,10,1,0,1,1000,1670,1470
1854,1.143,1,30,12,2,0,5,14,1,2,1,1000,1340,1540
1855,1.291,0,23,5,2,0,0,9,1,1,3,1000,1550,1350
1856,0.71,1,45,25,1,1,5,8,1,1,1,1000,950,1150
1857,0.865,0,38,18,2,1,5,6,1,1,4,1000,1160,960
1858,0.873,0,33,16,1,1,1,3,2,0,3,1000,1220,1020
1859,1.124,0,24,8,1,1,0,4,0,1,2,1000,1460,1260
1860,1.13,1,31,11,3,1,5,3,2,0,3,1000,1370,1570
1861,0.916,1,47,26,2,1,14,4,1,1,1,1000,920,1120
1862,0.801,0,42,25,1,1,0,7,0,1,1,1000,950,750
1863,0.202,0,74,42,2,1,1,26,0,4,2,1000,440,240
1864,0.461,1,54,24,2,0,6,5,1,1,1,1000,980,1180
1865,0.584,0,42,20,1,0,5,13,0,2,1,1000,1100,900
1866,1.688,1,23,5,1,0,31,2,1,0,1,1000,1550,1750
1867,0.716,1,49,23,2,0,5,7,2,1,2,1000,1010,1210
1868,0.598,1,54,33,2,1,5,19,0,3,3,1000,710,910
1869,0.299,1,65,41,2,0,4,2,0,0,3,1000,470,670
1870,1.288,0,24,8,2,0,5,16,1,3,5,1000,1460,1260
1871,0.61,1,52,29,1,0,6,6,2,1,3,1000,830,1030
1872,0.718,0,38,20,3,1,0,6,0,1,1,1000,1100,900
1873,1.584,1,17,1,1,1,7,7,0,0,2,1000,1670,1870
1874,0.331,0,53,11,3,0,5,1,2,0,3,1000,1370,1170
1875,1.203,1,30,6,2,1,1,18,2,3,2,1000,1520,1720
1876,0.612,1,57,35,2,1,5,5,1,1,3,1000,650,850
1877,1.402,1,26,9,1,0,5,23,1,4,1,1000,1430,1630
1878,0.968,0,37,13,1,1,4,5,0,1,1,1000,1310,1110
1879,0.194,0,77,33,3,0,5,2,0,0,1,1000,710,510
1880,0.228,0,57,27,2,1,0,6,1,1,2,1000,890,690
1881,1.418,1,27,6,2,1,5,10,1,2,1,1000,1520,1720
1882,0.824,1,50,19,2,1,5,5,2,1,1,1000,1130,1330
1883,1.014,0,28,6,2,0,0,14,2,2,1,1000,1520,1320
1884,1.38,1,26,1,1,1,5,7,1,0,1,1000,1670,1870
1885,1.502,0,17,1,1,0,6,6,0,0,2,1000,1670,1470
1886,1.487,1,19,3,2,1,5,5,0,0,1,1000,1610,1810
1887,0.26,0,61,31,3,1,6,11,0,2,1,1000,770,570
1888,0.755,0,38,5,2,1,5,6,1,1,1,1000,1550,1350
1889,0.759,1,53,36,2,1,19,4,1,1,1,1000,620,820
1890,1.431,1,24,7,2,0,0,1,2,0,1,1000,1490,1690
1891,0.849,1,44,11,1,1,10,6,0,1,4,1000,1370,1570
1892,0.479,0,54,31,2,1,6,7,0,1,1,1000,770,570
1893,0.502,0,59,20,2,1,22,6,1,1,4,1000,1100,900
1894,0.443,1,54,38,2,0,0,9,1,1,1,1000,560,760
1895,0.616,0,53,34,2,1,5,7,0,1,1,1000,680,480
1896,1.03,0,41,15,2,1,31,7,0,1,2,1000,1250,1050
1897,1.174,0,33,8,1,1,21,23,3,4,2,1000,1460,1260
1898,1.596,1,18,0,2,1,16,4,0,0,4,1000,1700,1900
1899,1.562,1,21,4,1,1,5,4,0,1,5,1000,1580,1780
1900,1.26,1,24,2,2,0,10,4,0,0,4,1000,1640,1840
1901,1.412,1,26,8,1,0,5,7,3,1,3,1000,1460,1660
1902,0.598,1,53,31,2,0,5,3,1,0,1,1000,770,970
1903,1,0,36,19,2,1,1,17,1,3,4,1000,1130,930
1904,0.635,1,46,4,2,1,3,8,0,1,4,1000,1580,1780
1905,1.553,1,23,5,1,1,11,5,0,1,3,1000,1550,1750
1906,1.078,1,31,10,3,1,5,8,0,1,2,1000,1400,1600
1907,0.759,0,49,8,2,1,10,5,1,1,1,1000,1460,1260
1908,1.335,0,20,3,1,1,5,3,1,0,4,1000,1610,1410
1909,0.574,0,49,6,2,1,5,5,0,1,1,1000,1520,1320
1910,0.806,0,56,33,2,1,28,6,1,1,1,1000,710,510
1911,1.115,1,34,10,2,1,5,5,1,1,1,1000,1400,1600
1912,0.657,1,43,21,2,0,1,14,0,2,1,1000,1070,1270
1913,1.226,0,27,11,1,1,4,8,0,1,1,1000,1370,1170
1914,0.829,0,35,19,1,0,5,10,1,2,1,1000,1130,930
1915,1.039,1,37,17,1,1,7,7,0,1,1,1000,1190,1390
1916,1.033,1,38,19,2,1,6,23,1,4,5,1000,1130,1330
1917,0.485,1,63,47,2,1,12,7,1,1,1,1000,290,490
1918,1.582,0,19,2,1,1,8,11,1,1,3,1000,1640,1440
1919,0.009,0,76,19,3,1,2,13,0,2,1,1000,1130,930
1920,0.895,0,42,17,2,1,7,6,0,1,1,1000,1190,990
1921,1.038,1,41,17,2,1,21,4,1,1,1,1000,1190,1390
1922,1.651,0,16,0,1,0,6,4,0,0,1,1000,1700,1500
1923,1.072,0,29,9,1,0,15,5,1,1,3,1000,1430,1230
1924,0.741,1,45,10,2,1,5,5,0,1,2,1000,1400,1600
1925,0.882,0,44,19,2,1,27,13,0,2,1,1000,1130,930
1926,0.339,1,66,32,2,1,0,4,0,1,3,1000,740,940
1927,0.901,1,40,10,2,1,5,15,0,2,3,1000,1400,1600
1928,1.162,1,31,15,2,0,11,8,1,1,2,1000,1250,1450
1929,0.845,1,46,13,2,1,4,3,0,0,1,1000,1310,1510
1930,0.698,1,57,37,2,1,6,17,2,3,1,1000,590,790
1931,0.789,0,42,17,1,1,3,7,0,1,2,1000,1190,990
1932,0.498,1,56,31,2,1,10,13,0,2,3,1000,770,970
1933,1.241,1,29,4,1,1,6,7,1,1,1,1000,1580,1780
1934,0.602,0,45,26,1,1,7,5,0,1,4,1000,920,720
1935,1.592,1,18,2,1,0,18,3,0,0,5,1000,1640,1840
1936,1.425,1,23,4,1,0,0,10,1,1,1,1000,1580,1780
1937,1.148,1,30,6,2,1,6,3,2,0,5,1000,1520,1720
1938,1.314,0,28,6,1,0,15,6,1,1,1,1000,1520,1320
1939,1.55,0,18,2,2,1,5,19,2,1,1,1000,1640,1440
1940,0.592,0,54,16,2,0,26,1,1,0,3,1000,1220,1020
1941,0.476,0,44,18,2,0,2,6,1,1,1,1000,1160,960
1942,1.45,1,35,19,2,0,35,18,1,3,2,1000,1130,1330
1943,0.904,0,39,20,1,1,2,1,0,0,2,1000,1100,900
1944,0.542,1,68,40,3,1,19,10,0,2,4,1000,500,700
1945,0.947,0,40,21,2,1,5,5,0,1,3,1000,1070,870
1946,0.997,0,29,7,2,0,5,6,2,1,5,1000,1490,1290
1947,1.102,0,27,11,2,1,0,10,1,2,3,1000,1370,1170
1948,0.141,1,76,51,2,1,3,5,0,1,3,1000,170,370
1949,0.477,1,55,3,2,1,5,5,0,0,2,1000,1610,1810
1950,1.396,0,19,3,1,0,8,9,1,1,1,1000,1610,1410
1951,1.024,0,33,14,2,1,0,15,1,2,1,1000,1280,1080
1952,1.56,1,18,1,1,1,8,5,1,0,3,1000,1670,1870
1953,0.875,0,47,22,2,1,15,3,2,0,1,1000,1040,840
1954,0.597,1,60,43,2,1,5,5,1,1,3,1000,410,610
1955,1.425,0,20,3,1,1,15,5,0,0,3,1000,1610,1410
1956,1.187,0,27,9,1,0,5,7,0,1,1,1000,1430,1230
1957,0.774,1,40,12,2,0,5,8,1,1,2,1000,1340,1540
1958,1.416,0,25,5,1,1,24,1,1,0,1,1000,1550,1350
1959,0.703,0,38,15,2,0,5,4,0,1,5,1000,1250,1050
1960,1.439,0,20,3,1,1,9,9,2,1,1,1000,1610,1410
1961,1.058,0,37,2,2,1,25,6,0,0,3,1000,1640,1440
1962,1.084,0,25,5,2,0,5,5,0,1,3,1000,1550,1350
1963,0.819,0,40,23,2,1,2,8,0,1,4,1000,1010,810
1964,1.111,1,29,1,2,1,5,10,0,0,3,1000,1670,1870
1965,0.224,1,71,39,2,0,1,6,0,1,2,1000,530,730
1966,0.739,1,49,22,2,1,5,4,0,1,2,1000,1040,1240
1967,0.95,1,47,10,2,1,30,2,0,0,1,1000,1400,1600
1968,0.615,1,47,13,2,1,6,20,1,3,5,1000,1310,1510
1969,0,0,82,60,3,0,3,9,0,1,3,1000,-100,-300
1970,1.34,0,21,5,1,0,17,21,0,3,3,1000,1550,1350
1971,1.106,0,27,10,2,1,3,5,0,1,4,1000,1400,1200
1972,0.93,1,45,15,1,1,5,14,0,2,2,1000,1250,1450
1973,0.86,1,57,18,2,1,25,2,1,0,2,1000,1160,1360
1974,1.5,1,29,13,1,1,23,16,0,3,1,1000,1310,1510
1975,0.314,0,59,43,3,1,0,20,0,3,1,1000,410,210
1976,0.842,0,40,19,2,0,5,17,0,3,3,1000,1130,930
1977,1.382,1,19,1,1,0,5,17,0,1,2,1000,1670,1870
1978,1.139,0,26,9,2,0,14,17,0,3,1,1000,1430,1230
1979,1.62,1,17,1,1,0,6,6,0,0,2,1000,1670,1870
1980,1.366,1,29,0,2,1,3,9,0,0,2,1000,1700,1900
1981,0.426,0,54,26,3,1,10,19,0,3,2,1000,920,720
1982,1.577,1,21,4,1,1,5,3,0,0,1,1000,1580,1780
1983,0.944,1,45,21,2,1,5,25,1,4,1,1000,1070,1270
1984,1.488,0,21,4,1,1,8,25,2,3,1,1000,1580,1380
1985,1.572,1,18,2,1,1,4,5,1,0,1,1000,1640,1840
1986,0.493,1,53,22,2,0,5,6,0,1,3,1000,1040,1240
1987,0.358,0,53,30,3,1,5,5,1,1,2,1000,800,600
1988,0.819,1,39,22,2,1,5,5,0,1,3,1000,1040,1240
1989,0.014,0,69,23,3,0,1,5,0,1,1,1000,1010,810
1990,0.833,0,38,15,2,1,2,6,2,1,1,1000,1250,1050
1991,1.502,0,22,5,1,1,27,23,1,4,1,1000,1550,1350
1992,1.076,1,30,14,2,1,5,12,1,2,3,1000,1280,1480
1993,1.497,1,23,4,2,1,0,18,1,2,2,1000,1580,1780
1994,1.65,1,16,0,1,0,5,4,0,0,1,1000,1700,1900
1995,0.808,1,46,15,2,1,5,4,0,1,2,1000,1250,1450
1996,1.867,1,18,1,2,1,18,3,0,0,2,1000,1670,1870
1997,1.322,1,31,12,1,1,6,8,1,1,4,1000,1340,1540
1998,1.1,0,36,11,1,1,28,6,0,1,2,1000,1370,1170
1999,1.272,1,25,6,2,1,5,1,0,0,3,1000,1520,1720
2000,1.57,1,20,4,3,1,5,5,0,1,1,1000,1580,1780
2001,0.366,0,54,31,2,0,5,7,0,1,4,1000,770,570
2002,0.17,0,74,34,3,1,5,10,0,2,4,1000,680,480
2003,1.476,0,21,5,1,1,5,3,0,0,2,1000,1550,1350
2004,1.387,1,23,1,2,1,0,5,0,0,1,1000,1670,1870
2005,0.966,0,37,20,2,0,5,5,0,1,2,1000,1100,900
2006,0.447,0,65,47,2,1,5,4,0,1,1,1000,290,90
2007,0.185,1,74,39,2,0,1,14,0,2,1,1000,530,730
2008,1.059,0,28,8,2,0,5,11,1,2,2,1000,1460,1260
2009,0.293,1,68,52,2,0,4,10,0,2,3,1000,140,340
2010,1.154,0,28,3,1,1,4,10,0,1,1,1000,1610,1410
2011,0.296,1,74,41,2,0,12,12,1,2,2,1000,470,670
2012,0.239,0,77,50,3,1,0,5,1,1,4,1000,200,-5.68434E-14
2013,0.449,1,58,36,2,0,5,17,0,3,1,1000,620,820
2014,0.861,0,54,38,2,1,31,25,0,4,4,1000,560,360
2015,0.46,0,50,28,2,0,10,7,1,1,1,1000,860,660
2016,1.083,0,28,4,2,1,5,15,2,2,2,1000,1580,1380
2017,0.639,1,57,29,2,1,6,1,2,0,1,1000,830,1030
2018,0.964,0,29,8,2,0,5,5,1,1,1,1000,1460,1260
2019,1.848,1,16,0,1,1,11,9,0,0,2,1000,1700,1900
2020,1.433,1,19,3,1,0,0,3,2,0,3,1000,1610,1810
2021,1.094,1,34,12,2,0,5,4,1,1,3,1000,1340,1540
2022,0.43,1,59,35,3,1,0,8,1,1,2,1000,650,850
2023,0.886,1,40,24,2,0,17,8,1,1,1,1000,980,1180
2024,1.094,0,35,15,3,1,6,7,0,1,1,1000,1250,1050
2025,0.936,0,40,15,2,1,5,6,1,1,1,1000,1250,1050
2026,1.186,1,37,11,2,1,13,24,2,4,1,1000,1370,1570
2027,1.748,1,22,5,1,1,18,2,0,0,1,1000,1550,1750
2028,0.753,1,41,11,2,0,1,5,1,1,2,1000,1370,1570
2029,0.789,1,47,3,2,1,5,2,1,0,4,1000,1610,1810
2030,1.732,1,16,0,1,0,23,7,0,0,1,1000,1700,1900
2031,1.713,1,22,6,2,0,29,14,1,2,2,1000,1520,1720
2032,0.744,1,45,24,2,1,5,4,1,1,3,1000,980,1180
2033,1.524,1,29,4,2,1,33,16,0,2,2,1000,1580,1780
2034,1.494,1,21,2,2,0,5,5,0,0,1,1000,1640,1840
2035,1.458,1,25,6,1,1,24,8,0,1,1,1000,1520,1720
2036,1.162,1,33,1,3,1,5,4,1,0,1,1000,1670,1870
2037,1.564,0,19,2,2,1,23,7,0,0,2,1000,1640,1440
2038,0.492,0,50,26,2,0,5,6,0,1,1,1000,920,720
2039,1.008,1,36,12,2,1,5,1,3,0,1,1000,1340,1540
2040,0.909,0,31,14,1,0,5,5,1,1,4,1000,1280,1080
2041,0.664,1,45,28,2,1,5,1,1,0,1,1000,860,1060
2042,1.271,1,22,6,1,0,5,5,0,1,2,1000,1520,1720
2043,1.466,1,24,6,2,1,0,16,1,3,3,1000,1520,1720
2044,1.593,1,17,1,1,0,10,2,0,0,1,1000,1670,1870
2045,1.466,1,20,3,1,1,5,13,1,1,2,1000,1610,1810
2046,0.519,0,52,35,2,1,5,17,1,3,1,1000,650,450
2047,1.122,0,27,11,2,1,6,5,1,1,2,1000,1370,1170
2048,1.173,1,29,11,2,1,5,3,0,0,1,1000,1370,1570
2049,0.708,1,69,49,2,1,24,26,0,4,1,1000,230,430
2050,1.22,0,26,3,1,1,3,1,1,0,3,1000,1610,1410
2051,1.372,0,29,12,2,0,29,19,2,3,2,1000,1340,1140
2052,0.749,1,50,22,2,1,5,4,1,1,1,1000,1040,1240
2053,0.375,1,65,12,3,1,5,8,0,1,1,1000,1340,1540
2054,1.354,1,23,7,2,0,5,8,0,1,1,1000,1490,1690
2055,1.457,0,17,1,1,0,0,2,0,0,2,1000,1670,1470
2056,1.13,1,29,7,2,1,5,13,1,2,3,1000,1490,1690
2057,0.467,0,49,19,2,0,10,2,2,0,4,1000,1130,930
2058,1.226,1,28,9,3,1,9,14,2,2,2,1000,1430,1630
2059,0.878,0,35,19,2,0,5,11,0,2,1,1000,1130,930
2060,0.336,0,63,34,2,0,4,6,0,1,1,1000,680,480
2061,0.791,1,43,17,2,0,5,6,1,1,5,1000,1190,1390
2062,2.015,1,18,0,1,1,33,7,0,0,4,1000,1700,1900
2063,1.052,1,35,18,3,0,11,9,0,1,1,1000,1160,1360
2064,1.491,1,17,0,1,0,6,13,0,0,3,1000,1700,1900
2065,0.592,0,48,26,2,0,5,6,0,1,1,1000,920,720
2066,0.869,1,37,15,2,0,6,15,1,2,1,1000,1250,1450
2067,1.143,1,32,6,2,0,2,5,2,1,1,1000,1520,1720
2068,0.28,0,65,46,3,0,6,23,2,4,1,1000,320,120
2069,1.008,1,36,8,1,1,5,3,2,0,2,1000,1460,1660
2070,0.48,1,62,35,2,1,6,14,1,2,2,1000,650,850
2071,1.246,0,25,7,1,0,3,5,0,1,2,1000,1490,1290
2072,0.963,0,30,13,2,1,2,3,0,0,1,1000,1310,1110
2073,1.206,1,28,3,1,0,15,10,1,1,1,1000,1610,1810
2074,1.241,0,34,18,3,0,27,5,0,1,1,1000,1160,960
2075,0.235,1,69,35,2,0,5,10,2,2,1,1000,650,850
2076,1.237,0,28,10,1,1,3,21,0,3,1,1000,1400,1200
2077,0.9,0,38,11,3,0,9,6,1,1,1,1000,1370,1170
2078,1.205,1,33,7,2,1,9,7,1,1,4,1000,1490,1690
2079,0.775,1,50,34,2,1,8,8,1,1,3,1000,680,880
2080,1.232,1,30,3,1,1,6,19,0,2,2,1000,1610,1810
2081,0.208,0,69,27,2,0,4,16,1,3,1,1000,890,690
2082,0.434,0,51,29,1,1,7,18,0,3,1,1000,830,630
2083,1.185,1,27,4,2,1,5,21,0,3,1,1000,1580,1780
2084,1.518,0,20,0,1,0,25,7,0,0,1,1000,1700,1500
2085,1.696,1,16,0,1,1,8,7,0,0,2,1000,1700,1900
2086,0.473,0,51,9,1,1,5,24,0,4,4,1000,1430,1230
2087,1.729,0,18,2,1,0,35,4,0,0,1,1000,1640,1440
2088,0.701,1,44,22,2,1,0,10,1,2,1,1000,1040,1240
2089,1.045,0,37,2,3,1,14,2,1,0,2,1000,1640,1440
2090,1.158,1,33,17,2,1,6,20,1,3,4,1000,1190,1390
2091,0.854,1,38,13,2,1,5,14,0,2,3,1000,1310,1510
2092,1.391,1,19,3,1,0,5,6,2,1,4,1000,1610,1810
2093,0.627,1,53,34,2,0,2,9,1,1,3,1000,680,880
2094,1.371,0,21,2,3,0,1,9,0,1,1,1000,1640,1440
2095,1.803,0,16,0,1,1,17,16,0,0,1,1000,1700,1500
2096,1.63,1,19,3,1,0,6,17,0,2,5,1000,1610,1810
2097,1.13,0,37,15,2,1,27,4,1,1,1,1000,1250,1050
2098,1.528,0,21,5,1,1,24,6,0,1,1,1000,1550,1350
2099,1.387,1,26,8,2,0,3,7,3,1,2,1000,1460,1660
2100,1.227,1,35,9,2,1,20,9,0,1,1,1000,1430,1630
2101,0.497,0,57,23,2,0,5,14,0,2,1,1000,1010,810
2102,0.833,1,44,17,2,0,3,3,0,0,2,1000,1190,1390
2103,0.298,0,54,8,2,0,3,2,0,0,3,1000,1460,1260
2104,1.232,0,25,9,2,1,4,4,0,1,1,1000,1430,1230
2105,0.346,1,59,16,2,1,1,23,2,4,1,1000,1220,1420
2106,0.713,1,56,21,1,1,10,3,0,0,1,1000,1070,1270
2107,1.188,0,23,7,1,0,5,4,1,1,1,1000,1490,1290
2108,0.991,1,34,11,2,0,8,13,0,2,5,1000,1370,1570
2109,1.328,1,28,5,1,1,7,5,0,1,1,1000,1550,1750
2110,1.824,1,16,0,1,1,30,4,0,0,3,1000,1700,1900
2111,0.31,0,70,31,3,1,5,20,1,3,3,1000,770,570
2112,1.798,0,16,0,1,1,14,6,0,0,2,1000,1700,1500
2113,0.545,1,58,30,2,1,6,3,1,0,4,1000,800,1000
2114,1.399,1,27,11,1,1,0,5,1,1,3,1000,1370,1570
2115,0.908,0,33,12,2,1,6,6,1,1,1,1000,1340,1140
2116,1.344,0,25,9,1,1,5,3,0,0,2,1000,1430,1230
2117,0.953,1,47,6,1,1,24,20,1,3,4,1000,1520,1720
2118,1.465,1,24,5,1,1,5,10,0,2,1,1000,1550,1750
2119,0.702,1,48,12,1,1,9,4,1,1,2,1000,1340,1540
